edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Al Naharot Bavel,59,r1l8,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,60,line_1649538258191_4864,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶפִּילָאג,fix per schema
Al Naharot Bavel,61,r1l31,untagged speaker (named),NOA,label 'אליקים' matches cast role,אליקים: אוֹי אִיך פִינְסטֶערֶער דלוּת! מ,tag speaker xmlid:elyakim
Al Naharot Bavel,63,r1l15,schema violation,NOA,stage span requires a type attribute (no bare stage),פערוואַנדלונג.,fix per schema
Al Naharot Bavel,63,r1l24,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,63,r1l25,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע.,fix per schema
Bas Sheva,6,r_5_1l11,schema violation,NOA,role span requires xmlid attribute,עטצ.,fix per schema
Bas Sheva,8,TextRegion_1648719223107_983l20,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,"ביידע: אַך וועלכעס גלִיק,",tag speaker xmlid:beyde
Bas Sheva,8,line_1648719524140_1044,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: בּיי גָאט!,tag speaker xmlid:beyde
Bas Sheva,15,r_2_1l17,untagged speaker (unknown),NOA,"turn-like 'אבנר, בנימין' not in cast (OCR?)","אבנר, בנימין: (לויפ'ן ענטגעגען) צוּריק!",fix OCR / link to a cast xmlid
Der Mann untern Tisch,14,r_1_1l26,schema violation,NOA,stage span requires a type attribute (no bare stage),(קלערְט אבּייסיל),fix per schema
Dos Yudishe Herts,16,r1l26,untagged speaker (unknown),NOA,turn-like '(שרייט)' not in cast (OCR?),(שרייט): למְך!,fix OCR / link to a cast xmlid
Dos Yudishe Herts,27,line_1654109113696_5534,untagged speaker (collective),AUTO,collective 'כאהר' — no speaker span,כאָהר: דיִ מֶערְדֶערִין איִז זיין פֿאָן ,tag speaker xmlid:chor
Dovid's Fidele,71,r2l4,untagged speaker (unknown),NOA,turn-like 'בר ככבא' not in cast (OCR?),בר ככבא: דִיא באבע מיט דעם אייניקעל: דִי,fix OCR / link to a cast xmlid
Dovid's Fidele,71,r2l7,untagged speaker (unknown),NOA,turn-like 'טהיילע)' not in cast (OCR?),טהיילע): מליץ יושר ר' יאזעלמאן; משִׁיח'ס,fix OCR / link to a cast xmlid
Dovid's Fidele,71,r2l24,untagged speaker (unknown),NOA,turn-like 'בריינדיל קאזאק' not in cast (OCR?),בריינדיל קאזאק: נִיעבֶּע נִיעמֶע נִינקוּ,fix OCR / link to a cast xmlid
Dovid's Fidele,—,acts,act numbering,NOA,"act @n not contiguous 1..k: saw [1, 2, 3, 6]",,check for missing/extra act heading
Isha Raa,6,tr_1_tl_9,untagged speaker (collective),AUTO,collective 'אללע' — no speaker span,אללע: יַא יַא עֶר לעבּע לאַנְג,tag speaker xmlid:alle
Isha Raa,65,tr_2_l27,untagged speaker (unknown),NOA,turn-like 'פון' not in cast (OCR?),פון: וואָס גֶעהט דִיך אָן אַבנר'ס טאָכְט,fix OCR / link to a cast xmlid
Kidush Hashem,8,r1l2,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),טאביאס,fix per schema
Kidush Hashem,8,r1l4,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),טאביאס:,fix per schema
Kidush Hashem,12,r1l9,untagged speaker (named),NOA,label 'פיקאלע' matches cast role,פיקאלע: דֶער גרַאף הָאט דָאך נִישְט מֶעה,tag speaker xmlid:pikola
Kidush Hashem,13,r1l8,untagged speaker (named),NOA,label 'איזראעל' matches cast role,"איזראעל :) גִיבּ מִיר דַיין הַאנְד, מַיִ",tag speaker xmlid:don_yisrael
Kidush Hashem,22,r1l7,untagged speaker (unknown),NOA,turn-like 'בראווא' not in cast (OCR?),בראווא: דאָס אִיז גֶעווֶען אַ קוּנסטפוּל,fix OCR / link to a cast xmlid
Kidush Hashem,25,r1l26,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,25,r1l27,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער ערְשׁטֶער אַקְט.,fix per schema
Kidush Hashem,28,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),פֿערוואנדלונג,fix per schema
Kidush Hashem,31,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג.,fix per schema
Kidush Hashem,32,r1l29,untagged speaker (named),NOA,label 'יוליע' matches cast role,"יוליע: הָאט עֶר עֶס פֶערְלוִירֶען, צִי ה",tag speaker xmlid:yulye
Kidush Hashem,32,r1l30,untagged speaker (named),NOA,label 'טאביאס' matches cast role,"טאביאס: סאִיז פשוט אַ רֶעטזֶעל, וואָס עֶ",tag speaker xmlid:tobyas
Kidush Hashem,46,r1l40,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,46,r1l41,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער צווייטֶער אַקְט.,fix per schema
Kidush Hashem,51,r1l22,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,51,r1l23,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער דרִיטֶער אַקְט.,fix per schema
Kidush Hashem,57,r1l4,untagged speaker (named),NOA,label 'מענדעס' matches cast role,"מענדעס: אַלזא אִין גאטֶעס נָאמֶען, קוּם!",tag speaker xmlid:mendes
Kidush Hashem,57,r1l22,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,58,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג,fix per schema
Kidush Hashem,65,r1l22,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,65,r1l23,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער פֿירטער אַקְט.,fix per schema
Kidush Hashem,67,r1l25,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(קאהר ביס),fix per schema
Kidush Hashem,68,r1l9,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(קאהר ביס),fix per schema
Kidush Hashem,74,r1l4,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג.,fix per schema
Kidush Hashem,75,r1l23,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,75,r1l24,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער פּיעססע.,fix per schema
Mishke Mashke,4,line_1638100149342_810,schema violation,NOA,role span requires xmlid attribute,"דִיענֶעֶר, מאַטראָזעֶן, חינעֶזעֶר, פּאַסאַזשירעֶן",fix per schema
Mishke Mashke,5,line_1638100376104_968,schema violation,NOA,stage span requires a type attribute (no bare stage),מאָנקאַדזשאו פון הינטער די קוליסען פייַפט,fix per schema
Mishke Mashke,5,line_1638100392044_978,schema violation,NOA,stage span requires a type attribute (no bare stage), (אויפטריט דיענ,fix per schema
Mishke Mashke,5,line_1638100432814_1013,schema violation,NOA,stage span requires a type attribute (no bare stage), (דיענער אָ,fix per schema
Mishke Mashke,5,line_1638100445226_1028,schema violation,NOA,stage span requires a type attribute (no bare stage),אויפטריט מאָנקאַדושאו,fix per schema
Mishke Mashke,8,line_1638103811733_2591,untagged speaker (named),NOA,label 'טאדט' matches cast role,"טאדט: אַיינְס, צְוֵויי, דריַיַ, — אונְד ",tag speaker xmlid:todt
Mishke Mashke,9,line_1638458872435_527,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(בּיסס),fix per schema
Mishke Mashke,9,line_1638458878832_532,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(בּיסס),fix per schema
Mishke Mashke,10,line_1638459162257_738,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(ביסס),fix per schema
Mishke Mashke,13,line_1638461892541_2397,untagged speaker (named),NOA,label 'עמיליא' matches cast role,"עמיליא : נוּן, וואָס הֶערְט מאַן נײַעס, ",tag speaker xmlid:emilye
Mishke Mashke,13,line_1638461913391_2412,untagged speaker (named),NOA,label 'עמיליא' matches cast role,"עמיליא: גאָט זַײַ דאַנְק, בּײַ וועהם?",tag speaker xmlid:emilye
Mishke Mashke,13,line_1638461961111_2444,untagged speaker (named),NOA,label 'עמיליא' matches cast role,עמיליא: מײַן זאָהן אַלְס דִיענֶער! אָה ג,tag speaker xmlid:emilye
Mishke Mashke,15,line_1638464922845_3768,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(בּיסס),fix per schema
Mishke Mashke,16,line_1638465145403_3883,schema violation,NOA,stage span requires a type attribute (no bare stage),"דִי בּיִהנע שׁטֶעלְט פאָר, אַ ז",fix per schema
Mishke Mashke,20,line_1638470109909_6552,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס?!,tag speaker xmlid:alle
Mishke Mashke,20,line_1638470188109_6602,untagged speaker (named),NOA,label 'ביסיגג' matches cast role,"ביסיגג: אָה, נֵיין! רוּף מִיךְ נִישְׁט מ",tag speaker xmlid:bising
Mishke Mashke,20,line_1638470214889_6617,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: מֶערְדֶער?,tag speaker xmlid:alle
Mishke Mashke,21,line_1638470716988_7087,untagged speaker (named),NOA,label 'מאנקאדזשאר' matches cast role,מאנקאדזשאר: וואַס טְהוּט אִיהר? דאַס אִי,tag speaker xmlid:monkadshu
Mishke Mashke,22,line_1638471057998_7483,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אלע: יאַ, יאַ, אִין קעָשעניאָוו, אִין קע",tag speaker xmlid:alle
Sore Sheyndel,12,r1l15,untagged speaker (unknown),NOA,turn-like 'קשיה' not in cast (OCR?),קשיה: פאַר וואָס רוּפט מען שבּת הגדול או,fix OCR / link to a cast xmlid
Sore Sheyndel,16,r1l32,untagged speaker (unknown),NOA,turn-like 'הער אויס' not in cast (OCR?),הער אויס: וֶוען חנְהלֶע מיִט אִיהר מוּטע,fix OCR / link to a cast xmlid
Yudale der Blinder,6,r23l49,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: נֵיין???,tag speaker xmlid:alle
Yudale der Blinder,7,r1l8,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דְבוֹרֶה'לֶע???,tag speaker xmlid:alle
Yudale der Blinder,7,r1l19,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווָאס???,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437762030_567,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וָואס אִיז פִישֶׁעל?,tag speaker xmlid:alle
Yudale der Blinder,10,r1l6,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס פאַר אַ אונְגלִיק?,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437794498_587,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס נֶעטראפֶען?,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437815797_602,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווִי אִיז זִי ?,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437835369_612,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: מֶען בּרענגט זִי גָאר?,tag speaker xmlid:alle
Yudale der Blinder,11,line_1647439360988_1021,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווֶער?,tag speaker xmlid:alle
Yudale der Blinder,14,line_1647512918897_214,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: נִיע זִיך שַׁיידֶען נִיע זיךְ קוו,tag speaker xmlid:beyde
Yudale der Blinder,15,r1l4,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,"ביידע: אָשא עִינִי אָל ההרִים, דִיא אוֹי",tag speaker xmlid:beyde
Yudale der Blinder,15,line_1647513264664_336,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: ווֶער — דִי הִילְפֶע אִיז נוּר עֵ,tag speaker xmlid:beyde
Yudale der Blinder,20,TextRegion_1648506461053_3149l8,schema violation,NOA,fw span requires a type attribute (page numbers are type:pageNum),אוֹי אוֹי! ווִי הַאלְט מֶען דָאס אויִס,fix per schema
Yudale der Blinder,20,TextRegion_1648506461053_3149l25,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: אוֹי אִיז דֶען אַ מוּז לַיידֶען א,tag speaker xmlid:beyde
Yudale der Blinder,21,TextRegion_1648506293321_3101l23,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(בּיס).,fix per schema
Yudale der Blinder,24,TextRegion_1648505709688_2823l2,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דְבוֹרֶה'לֶע???,tag speaker xmlid:alle
Yudale der Blinder,24,TextRegion_1648505709688_2823l4,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: זַיין כּלה.,tag speaker xmlid:alle
Yudale der Blinder,25,line_1648547836471_1264,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: אַך ווִי שְׁוֶוער מִיר אִיז צוּ ש,tag speaker xmlid:beyde
Yudale der Blinder,26,TextRegion_1648547526269_948l17,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: שפוך!,tag speaker xmlid:alle
Yudale der Blinder,26,TextRegion_1648547526269_948l19,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: חמְתך!,tag speaker xmlid:alle
Yudale der Blinder,26,TextRegion_1648547526269_948l21,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: עַל הגוִים!,tag speaker xmlid:alle
Yudale der Blinder,27,TextRegion_1648547312487_852l27,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אַ בּשוּרה טוֹבָה?,tag speaker xmlid:alle
Yudale der Blinder,27,TextRegion_1648547312487_852l29,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דְבוֹרֶה'לֶע?,tag speaker xmlid:alle
Yudale der Blinder,28,TextRegion_1648546803200_782l10,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אַ וואָס?,tag speaker xmlid:alle
Yudale der Blinder,30,TextRegion_1648546584361_642l9,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אַלטעריל?,tag speaker xmlid:alle
Yudale der Blinder,38,TextRegion_1648550605789_2511l12,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,"ביידע: דאַס וֶועט טאָקע, אוֹי אוֹי טאָקע",tag speaker xmlid:beyde
Yudale der Blinder,38,line_1648551082394_2700,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: אִיך זאָג אַייך מֶעהר נִיט חלעבּע,tag speaker xmlid:beyde
Yudale der Blinder,38,line_1648551089512_2709,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: אַזא שׁמְחה צוּ דערלעבּען,tag speaker xmlid:beyde
Yudale der Blinder,39,line_1648550992430_2639,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(ביסס),fix per schema
Yudale der Blinder,41,TextRegion_1648551378523_2919l30,untagged speaker (named),NOA,label 'איסר' matches cast role,איסר: (ציטערט) אוֹי עֵר האַט פֶערְגֶעסֶע,tag speaker xmlid:iser
Yudale der Blinder,43,TextRegion_1648551957694_3087l41,untagged speaker (unknown),NOA,turn-like 'געאנטווארטעט' not in cast (OCR?),געאנטווארטעט: אָנקעל! אִיך ליעבּע רָאזא',fix OCR / link to a cast xmlid
Yudale der Blinder,43,TextRegion_1648551957694_3087l41,untagged speaker (unknown),NOA,turn-like 'געאנטווארטעט' not in cast (OCR?),געאנטווארטעט: אָנקעל! אִיך ליעבּע רָאזא',fix OCR / link to a cast xmlid
Yudale der Blinder,55,TextRegion_1648506721504_3211l16,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס אִיז גֶעשֶׁעהן? נוּן?,tag speaker xmlid:alle
Yudale der Blinder,56,TextRegion_1647615177224_4787l31,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: יוּדאלע!,tag speaker xmlid:alle
Yudale der Blinder,60,r1l40,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דֶער פּראפעסאר!?,tag speaker xmlid:alle
Yudale der Blinder,64,r1l5,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס אִיז גֶעשֶׁעהן?,tag speaker xmlid:alle
Yudale der Blinder,64,r1l14,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: בּלינד?,tag speaker xmlid:alle
Yudale der Blinder,64,r1l51,untagged speaker (named),NOA,label 'חזן' matches cast role,חזן: (פאַנגט אן) בּרוּך אַתה ד'!,tag speaker xmlid:khazn
Yudale der Blinder,65,line_1647441957184_1889,untagged speaker (unknown),NOA,turn-like 'דבורה' not in cast (OCR?),"דבורה: לאָז מִיך פאַטער, אַזוי וִויל אוֹ",fix OCR / link to a cast xmlid
Yudale der Blinder,65,r2l30,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס?,tag speaker xmlid:alle
Yudale der Blinder,65,r2l55,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס?,tag speaker xmlid:alle
Yudale der Blinder,66,r1l20,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וִויוַואט מֶעל טוֹב!,tag speaker xmlid:alle
Das Yudishe Kind,2,line_1694599194469_485,schema violation,NOA,role span requires xmlid attribute,"יוּדֶען, גראַפֿעֶן א. ז. וו",fix per schema
Das Yudishe Kind,4,r_5_1_tl_33,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),הויף⸗נאַר:,fix per schema
Das Yudishe Kind,12,r_3_1_tl_18,schema violation,NOA,"stage.type tokens not in vocab: ['busines']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",עט: שְׁלָאגְט מיִט אַ בּייטש,fix per schema
Das Yudishe Kind,12,r_3_1_tl_19,schema violation,NOA,"stage.type tokens not in vocab: ['busines']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",זִינְגְט:,fix per schema
Das Yudishe Kind,15,r_3_1_tl_16,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),שפּריצע:,fix per schema
Das Yudishe Kind,22,l_1,schema violation,NOA,"heading.type must be one of {'scene', 'epilog', 'act'}, got None",.1,fix per schema
Das Yudishe Kind,23,l_8,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),רעפריין:,fix per schema
Das Yudishe Kind,23,l_13,schema violation,NOA,"heading.type must be one of {'scene', 'epilog', 'act'}, got None",.2,fix per schema
Das Yudishe Kind,23,l_24,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),רעפריין:,fix per schema
Das Yudishe Kind,27,r_3_1_tl_6,schema violation,NOA,"stage.type tokens not in vocab: ['seting']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",פֶערוואנְדְלונְג.,fix per schema
Das Yudishe Kind,34,r_1_1_tl_29,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),זאַסלאַוועק,fix per schema
Das Yudishe Kind,41,r_3_1_tl_1,schema violation,NOA,"stage.type tokens not in vocab: ['seting']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",פֶערוואנְדְלונְג.,fix per schema
Das Yudishe Kind,45,r_3_1_tl_55,untagged speaker (unknown),NOA,turn-like 'זעזעמיר)' not in cast (OCR?),"זעזעמיר): גראַדע דיִר, מַיין פרייַנד, דא",fix OCR / link to a cast xmlid
Das Yudishe Kind,50,l_9,schema violation,NOA,"heading.type must be one of {'scene', 'epilog', 'act'}, got None",I.,fix per schema
Das Yudishe Kind,52,l_4,schema violation,NOA,"heading.type must be one of {'scene', 'epilog', 'act'}, got None",II.,fix per schema
Das Yudishe Kind,—,role:grafn,unreferenced cast,NOA,declared in cast_dict but never used by any speaker,grafn,verify the role is real / find its speeches
Das Yudishe Kind,—,role:yudn,unreferenced cast,NOA,declared in cast_dict but never used by any speaker,yudn,verify the role is real / find its speeches
