edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Al Naharot Bavel,59,r1l8,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,60,line_1649538258191_4864,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶפִּילָאג,fix per schema
Al Naharot Bavel,61,r1l31,untagged speaker (named),NOA,label 'אליקים' matches cast role,אליקים: אוֹי אִיך פִינְסטֶערֶער דלוּת! מ,tag speaker xmlid:elyakim
Al Naharot Bavel,63,r1l15,schema violation,NOA,stage span requires a type attribute (no bare stage),פערוואַנדלונג.,fix per schema
Al Naharot Bavel,63,r1l24,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,63,r1l25,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע.,fix per schema
Blimele (di Perle von Warsha),6,line_1648912729557_2003,untagged cast entry,NOA,castList line 'ארט דער האנדלונג' has no role/roleDesc span,"אָרט דער האנדלונג: פאָלען, פאָזען אונד ו",tag role + roleDesc
Blimele (di Perle von Warsha),7,r_1_1l5,untagged speaker (collective),AUTO,collective 'קאר' — no speaker span,"קאר: וִויר גראטוליערען ווינְשֶׁען גלִיק,",tag speaker xmlid:chor
Blimele (di Perle von Warsha),7,r_1_1l11,untagged speaker (collective),AUTO,collective 'קאר' — no speaker span,קאר: (אבגעהענד) וִויר גראטוליערען ווינְש,tag speaker xmlid:chor
Blimele (di Perle von Warsha),7,r_1_1l17,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: וואס וואוּנְדֶערְסט דוא דיך אַזוֹי,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l19,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: וואָס גֶעהט דִיך אָן פוּן וואַנען?,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l22,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: וואָס אִיז מִיט דִיר זֶעלִיקֶעל? ו,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l26,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: אָבּער זֶעלִיקֶעל בּיזט דוּא מְשוּ,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l1,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: אָבּער וואָס אִיז גֶעשֶׁעהֶען זֶעל,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l5,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: נוּ יאָ בּליהמעלע: (נייגעריג).,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l8,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: אָבּער וואָס אִיז גֶעשֶׁעהֶען מִיט,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l10,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: מִיט ווֶעמֶען? וואָס אִיז בּליהמעל,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l14,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: (גאנץ ניעדער געשלאגען) בּליהמעלע ה,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l16,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: אוּן וֶוער אִיז דֶער גלִיקלִיכֶער ,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l18,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: וִויא אַהין זאָל אִיך גֶעהֶען?,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l20,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: וואָס טויג דִיר דִיא מקוה זֶעלִיקל,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l24,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: זאָג מִיר נאָר זֶעלִיקל בּיזט דוּא,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l26,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: וַוייל אַ נאר זֶעה אִיך בּיזט דוּא,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l27,untagged speaker (named),NOA,label 'געליקל' matches cast role,געליקל: וואָס האָסְט דוּא מִיט דַיין חכמ,tag speaker xmlid:zelikel_mnagen
Blimele (di Perle von Warsha),9,r_2_1l14,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: יאָ דַאנִיאֵל ר' ליפּע שוחט'ס זוּה,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),9,r_2_1l20,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: יאָ דאָנִיאֵל אִיז בּליהמעלעס גלִי,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),9,r_2_1l21,untagged speaker (named),NOA,label 'עליק' matches cast role,"עליק: יאָ, דאָנִיאֵל פִיהרְט הַיינְט בּל",tag speaker xmlid:zelikel_mnagen
Blimele (di Perle von Warsha),9,r_2_1l24,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: (אַליין) אַזוי דאָנִיאֵל פִיהרְט ה,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),10,r_1_1l7,untagged speaker (collective),AUTO,collective 'קאר' — no speaker span,קאר: (אויפֿטריט) לאָזט אונז יעטצט זיִנְג,tag speaker xmlid:chor
Blimele (di Perle von Warsha),10,r_1_1l16,untagged speaker (collective),AUTO,collective 'מענער' — no speaker span,מענער: זעהט דאָס פּאהרל געהען,tag speaker xmlid:mener
Blimele (di Perle von Warsha),10,r_1_1l17,untagged speaker (collective),AUTO,collective 'דאמען' — no speaker span,דאמען: וִויא עהרְלִיך אוּן שֶׁעהן. (ביס),tag speaker xmlid:damen
Blimele (di Perle von Warsha),10,r_1_1l20,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אלע: שֶׁעהן שֶׁעהן דאָס פּאהרל גֶעהֶען,",tag speaker xmlid:alle
Blimele (di Perle von Warsha),10,r_1_1l29,untagged speaker (collective),AUTO,collective 'קאר' — no speaker span,"קאר: אָמן שְׁרֵייט אַלע, יעטצט חָתָן וכל",tag speaker xmlid:chor
Blimele (di Perle von Warsha),13,r_2_1l21,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: וואָס זְשֶׁע טהוּט מֶען?,tag speaker xmlid:beyde
Blimele (di Perle von Warsha),13,r_2_1l22,untagged speaker (unknown),NOA,turn-like 'דועט ביידע' not in cast (OCR?),דועט ביידע: וואָס טהוּט מֶען? איך שעהם מ,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),13,r_2_1l30,untagged speaker (unknown),NOA,turn-like 'ער' not in cast (OCR?),ער: אִיך מוּז איהר ערצעהלען,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),13,r_2_1l32,untagged speaker (unknown),NOA,turn-like 'זיא' not in cast (OCR?),זיא: נוּ זאָג זאָג שֶׁעהם דִיך נִיט.,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l2,untagged speaker (unknown),NOA,turn-like 'ער' not in cast (OCR?),"ער: דָא בּרענט דאָס דָא בּריהט דאס,",fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l4,untagged speaker (unknown),NOA,turn-like 'זיא' not in cast (OCR?),"זיא: זאָג זאָג זאג, שֶׁעהם דִיך נִישְט ש",fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,line_1648914091085_3164,untagged speaker (unknown),NOA,turn-like 'ער' not in cast (OCR?),"ער: דָא נֵייגט דָאס דָא זַיינְט דָאס,",fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l10,untagged speaker (unknown),NOA,turn-like 'זיא' not in cast (OCR?),זיא: בּאלד בּאלד ערְקלֶעהר אִיך דִיר.,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l17,untagged speaker (unknown),NOA,turn-like 'ער' not in cast (OCR?),ער: וֶועה אִיז מִיר.,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l18,untagged speaker (unknown),NOA,turn-like 'זיא' not in cast (OCR?),"זיא: אוּם... צוּ קִיסֶען, אוּם... צוּ קִ",fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l19,untagged speaker (unknown),NOA,turn-like 'ער' not in cast (OCR?),ער: אוֹי אוֹי... עֶס אִיז דָאך אַ גְרויִ,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l20,untagged speaker (unknown),NOA,turn-like 'זיא' not in cast (OCR?),זיא: דִיא עבירה זֶעהסט דוּא נֶעהם אִיך א,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l21,untagged speaker (unknown),NOA,turn-like 'ער' not in cast (OCR?),ער: אוּן דִיא רפוּאָה קרִיעג אִיך בּאלד ,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l22,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: יאָ לאָמיִר פּריווען אוֹיף קאטווע,tag speaker xmlid:beyde
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l31,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: אוֹי וֶועה וָואס אִיז דארְטֶען? (,tag speaker xmlid:beyde
Blimele (di Perle von Warsha),15,TextRegion_1648914288835_3334l5,untagged speaker (collective),AUTO,collective 'קאר' — no speaker span,"קאר: וֶועה אוּנז וֶועה אוּנז, וואָס אִיז",tag speaker xmlid:chor
Blimele (di Perle von Warsha),15,l,untagged speaker (collective),AUTO,collective 'מענער' — no speaker span,מענער: ,tag speaker xmlid:mener
Blimele (di Perle von Warsha),15,l_1,untagged speaker (collective),AUTO,collective 'דאמען' — no speaker span,דאמען:,tag speaker xmlid:damen
Blimele (di Perle von Warsha),15,TextRegion_1648914288835_3334l16,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אלע: יאָ שׁרֶעקט אַייך נִישְט, דֶען דֶער",tag speaker xmlid:alle
Blimele (di Perle von Warsha),16,r_2_1l7,untagged speaker (named),NOA,label 'דיעפע' matches cast role,דיעפע: אוֹי חוּס ורחם עלינוּ,tag speaker xmlid:liepe
Blimele (di Perle von Warsha),16,r_2_1l12,untagged speaker (unknown),NOA,turn-like 'דאניאל בליהמעלע דועט' not in cast (OCR?),דאניאל בליהמעלע דועט: יאָ קֵיינֶע האפנוּ,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),16,r_2_1l19,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: קֵיין האפנוּנג פֶערְלִיער,tag speaker xmlid:alle
Blimele (di Perle von Warsha),16,r_2_1l23,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אַדיע גֶעה מִיט גלִיק. (עס פֿאלט אי,tag speaker xmlid:alle
Blimele (di Perle von Warsha),17,TextRegion_1648914686521_3620l9,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: ערשיינט גאנץ מוטהלאָז). וִויא גֶעה,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),17,TextRegion_1648914686521_3620l11,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: אָ פריינד מאקסִים וִויא גֶעהטס?,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),17,TextRegion_1648914686521_3620l13,untagged speaker (named),NOA,label 'גראף' matches cast role,"גראף: פּיס... פּאויל, דוא קאנסט שאן גֶעה",tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),17,TextRegion_1648914686521_3620l16,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: אוּם דִיר צוּ זאָגען דאַס אִיך אוּ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),17,TextRegion_1648914686521_3620l20,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: אַלעס פערלוּמפּט פֶערְשׁווענְדֶעט ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),17,TextRegion_1648914686521_3620l23,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: נָאך ווענִיגֶער אַלס ניכטס.,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),17,TextRegion_1648914686521_3620l25,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: וואהִין גֶעהסט דוּא פְרֵיינְד?,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),17,TextRegion_1648914686521_3620l27,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: אַבּער הֶעלְפֶע מִיר פריינד מאקסִי,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),17,TextRegion_1648914686521_3620l29,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: הַייכלֶער.,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),18,TextRegion_1648914754601_3673l1,untagged speaker (named),NOA,label 'גראף' matches cast role,"גראף: אָבּער בּלייבּע דָאך פרייַנד, דֶען",tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),18,TextRegion_1648914754601_3673l5,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: דוּא האָסְט יַא נִיכְט צַייט האסט ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),18,TextRegion_1648914754601_3673l8,untagged speaker (named),NOA,label 'גראף' matches cast role,"גראף: דוּא וַוייסְט יאַ פרייַנד, דאס דאס",tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),18,TextRegion_1648914754601_3673l14,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: אוּנְד דֶער טַייפֶעל ווֵייס וִויא ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),18,TextRegion_1648914754601_3673l23,untagged speaker (named),NOA,label 'גראף' matches cast role,"גראף: יאָ דַיין פּלאן געֶפֶעלְט מִיר, אַ",tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),18,TextRegion_1648914754601_3673l26,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: וַוייל דֶער יוּדישער דאָקטאר דאָנִ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),18,TextRegion_1648914754601_3673l31,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: וִויא זאָ דֶען? וֶוען דֶער קֶענִיג,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),19,r_2_1l3,untagged speaker (named),NOA,label 'גראף' matches cast role,"גראף: פּאויל, פּאויל! (פויל ערשיינט גע א",tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),19,r_2_1l28,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: נוּן גוּט. נוּן פּאויל דוא קאנסט ש,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),20,r_1_1l2,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: יאָ פריינד מאקסִים וֶוען דוּא עֶס ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),20,r_1_1l6,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: דָאן געבּע אִיך דִיר מֵיין עהרֶען ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),20,r_1_1l9,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: וואצוּ בּרויכסט דוּא שרייבּצייג?,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),20,r_1_1l12,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: מֵיינֶעט וועגֶען. פּאויל! (פאויל ע,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),20,r_1_1l16,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: אוּנְד וֶוען גאט וִוירְד נִיכְט הֶ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),20,r_1_1l26,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: וואָס זאָל אִיך שרייבּען?,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),20,r_1_1l31,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: יאַ פריינד.,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),20,r_1_1l36,untagged speaker (named),NOA,label 'גראף' matches cast role,"גראף: וואָס, צוּם טַייפֶעל בּיזט דוּא פֶ",tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),20,r_1_1l39,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: עֶס פֶעלְט מִיר גאָר נִיכְט אֵיין ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),21,r_2_1l1,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: נוּן גוּט דִיקטִיערֶע נוּר ווייטֶע,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),21,r_2_1l4,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: נָאך נִיכְט (שרייבט) זעלבּסט ערְמא,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),21,r_2_1l5,untagged speaker (named),NOA,label 'מאקים' matches cast role,מאקים: אוּם דִיא ערבשאפט צוּ בּעקאמען. ז,tag speaker xmlid:maksim
Blimele (di Perle von Warsha),21,r_2_1l9,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: נָאך נִיכְט לוִיפֶע נִיכְט זא שנעֶ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),21,r_2_1l13,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: שאן פֶערְטִיג...,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),21,r_2_1l16,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: וואַס מֵיינֶען נָאמֶען? חַ חַ חַ. ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),21,r_2_1l26,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: יאָ אִיך אוּנטערשרייבּע. (ער שרייב,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),21,r_2_1l28,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: נוּן האָסְט דוּא דאָס פּאפּיער פרי,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),22,r_2_1l2,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: נָאך נִיע דִיא עהרֶע געהאבּט.,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),22,r_2_1l6,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: וַוייל דֶער אוּמגאַנג מִיט דֶען יי,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),22,r_2_1l10,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: אַלע זאגסט דוּא גְרַאף?,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),22,r_2_1l11,untagged speaker (named),NOA,label 'גראס' matches cast role,גראס: יאוואהל מאִיעסטֶעט אָהנֶע אוִיסנאה,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),22,r_2_1l16,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: גְרַאף דוּא וואגסט צוּ פִיעל.,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),22,r_2_1l17,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: אוּנְד וֶוען אִיך זִיא פִיר מֵיינֶ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),22,r_2_1l19,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: נוּן וואָס האט מֵיין גוּטער דאָנִ,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),22,r_2_1l23,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: זאָ שׁטֶעלֶע דַיינֶע פרוִיא אוֹיף ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),22,r_2_1l26,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: יוּדע אונד גלויבּסט דוּא דאַס וִוי,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),22,r_2_1l31,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: דאָנִיאֵל גלויבּסט דוּא אַן דִיא ,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),23,r_2_1l1,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: זָא געבּע דַיינֶען גֶענְגֶער דִיא,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),23,r_2_1l6,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: הַאלְט וֶוען עֶס אֵיין דוּעל אוֹי,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),23,r_2_1l10,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: עֶס גִילְט.,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),23,r_2_1l11,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: זאָ רֵייכְט אַייך דִיא הֶענְדֶע! ,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),23,r_2_1l13,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: נוּן הָאט נָאך יעמאנְד פָאן אַייך,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),23,r_2_1l14,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: יאוואהל מאִיעסטֶעט. אִיך וִויל דֶע,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),23,r_2_1l19,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: יעטצט אִיהְרֶע אַדרעססע הֶערְר דאק,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),23,r_2_1l21,untagged speaker (named),NOA,label 'גראף' matches cast role,גראף: נָאך אֵיינֶעם מֵיין קֶענִיג. אִיך ,tag speaker xmlid:graf_stanislav
Blimele (di Perle von Warsha),23,r_2_1l23,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: דָאן שׁוועהרֶעט.,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),23,r_2_1l24,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וִויר שׁוועהרֶען.,tag speaker xmlid:alle
Blimele (di Perle von Warsha),23,r_2_1l25,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: אַלע זַייט יעטצט בּערייט מִיר צוּ,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),23,r_2_1l26,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אַך וִויר שׁוועהרֶען יַא וִויא גֶעה,tag speaker xmlid:alle
Blimele (di Perle von Warsha),23,r_2_1l28,untagged speaker (named),NOA,label 'קעניג' matches cast role,"קעניג: שׁוועהרְט מִיר אוֹיף דֶען אָרט, א",tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),23,r_2_1l29,untagged speaker (collective),AUTO,collective 'קאר' — no speaker span,קאר: אַך וויר שׁוועהרֶען יַא וִויא גֶערֶ,tag speaker xmlid:chor
Blimele (di Perle von Warsha),24,TextRegion_1649021288331_370l1,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: וֶוער זַיין וואָרט נִיכְט הֶעלְט ,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),24,TextRegion_1649021288331_370l4,untagged speaker (collective),AUTO,collective 'קאר' — no speaker span,"קאר: יאָ, יאָ, וִויר שׁוועהרֶען, פאם הֶע",tag speaker xmlid:chor
Blimele (di Perle von Warsha),24,TextRegion_1649021288331_370l5,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג: גֶערֶען שׁוועהרט.,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),24,line_1649534676638_2492,untagged speaker (collective),AUTO,collective 'קאר' — no speaker span,קאר: וִויר שׁוועהרֶען יַא וִויר שׁוועהרֶ,tag speaker xmlid:chor
Blimele (di Perle von Warsha),24,TextRegion_1649021288331_370l29,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג:,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),24,TextRegion_1649021288331_370l45,untagged speaker (named),NOA,label 'קעניג' matches cast role,קעניג:,tag speaker xmlid:kenig_oygust
Blimele (di Perle von Warsha),24,line_1649534590337_2417,untagged speaker (collective),AUTO,collective 'מענער' — no speaker span,מענער:,tag speaker xmlid:mener
