edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Das Yudishe Kind,12,r_3_1_tl_19,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),רב זִינְגְט:,manual
Das Yudishe Kind,12,l,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),זַיי:,manual
Das Yudishe Kind,19,r_3_1_tl_4,untyped stage,NOA,untyped stage (no lexicon),וולאַדיסלאַוו (קוּמט מִיט גֶעלְד).,manual
Das Yudishe Kind,21,r_3_1_tl_11,untyped stage,NOA,untyped stage (no lexicon),זַייער פֶערְטַיידִיגֶער בּיזין לֶעצטֶען אייגענבּלי,manual
Das Yudishe Kind,28,l_4,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"זֶעזֶעמִיר: גֶעה, איִך קוּם בּאלד. (פּעטעפי קאָהר ",manual
Das Yudishe Kind,32,l_10,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),זי:,manual
Das Yudishe Kind,32,l_8,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),ער:,manual
Das Yudishe Kind,32,l_4,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),ער:,manual
Das Yudishe Kind,32,l_2,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),זי:,manual
Das Yudishe Kind,33,l_3,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),זי:,manual
Das Yudishe Kind,33,r_4_1_tl_4,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),זי:,manual
Das Yudishe Kind,33,l_5,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),זי:,manual
Das Yudishe Kind,38,r_2_1_tl_38,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),שפּרנצע: וואָהנט דאָ הֶענֶעלֶע?,manual
Das Yudishe Kind,39,r_3_1_tl_23,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"שפּריעצע: אָפשר איִז זִי אוֹיפ'ן בּוידעס, קרִיך אַ",manual
Das Yudishe Kind,45,r_3_1_tl_55,untagged speaker,NOA,untagged speaker (unknown) 'זעזעמיר)',"זעזעמיר): גראַדע דיִר, מַיין פרייַנד, דאַנקע איִך ",manual
Das Yudishe Kind,48,r_2_1_tl_8,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"שפּר: געלויבּט איִז גאָט, דעֶר שׁאדֶען האָט זִיך א",manual
Das Yudishe Kind,48,r_2_1_tl_12,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"שפּר: בּיזט דאך געגאנגען גלייך מיִט מיִר, וואוּ בּ",manual
Das Yudishe Kind,48,r_2_1_tl_17,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"שפּר: איִך קֶען דיִר שׁמֶערְל פּיק, דוּ וֶוערְסט ג",manual
Das Yudishe Kind,48,r_2_1_tl_24,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),שפּר: דיִר פְרֶעדְט נישט אַזוי הֶענֶעלֶעס בּעפרייא,manual
Das Yudishe Kind,49,r_5_1_tl_2,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),שפּר: וואָס פאַר אַ צרוֹת האסטוּ?,manual
Das Yudishe Kind,49,r_5_1_tl_4,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),שפּר: שׁמֶערְל פּיק! בּיזט אַ מבִּין ווִי עֶר זִיד,manual
Das Yudishe Kind,49,r_5_1_tl_11,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),שפּר: גוּט וואָס דוּ האָסט מיִר דערמאהנְט; זאָג מי,manual
Das Yudishe Kind,49,l_3,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"שפּר: אוּן וואוּ זאָגסטו, שׁטֶעהן דיִ דַייטשֶׁען?",manual
Das Yudishe Kind,49,l_1,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),שפּר: אִין מִיטֶען איִז אַ טַייך?,manual
Das Yudishe Kind,49,r_7_1_tl_1,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),שפּר: אויבּ אַזוי קאָן דָאך אוּנזערער צוּמאַכען די,manual
Das Yudishe Kind,49,r_7_1_tl_7,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"שפּר: וואָס זאָגסטוּ, גאָגעל מֶעגֶעל?",manual
Das Yudishe Kind,50,l_14,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"שפּר: וואָס וֶועט זַיין, אַז מֶען וועט זיי האָבּען",manual
Das Yudishe Kind,50,l_19,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),שפּר: צוּ וואָס דַארְף איִך דריי? צוּ וֶועלְכֶע שו,manual
Das Yudishe Kind,50,l_25,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"שפּר: אוֹי, גאטעניוּ, ווִי דערלעבּט מֶען דאָס!",manual
Das Yudishe Kind,50,l_1,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),ער:,manual
Das Yudishe Kind,50,l_2,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),זי:,manual
