edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Al Naharot Bavel,50,r1l25,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג.,fix per schema
Al Naharot Bavel,50,r1l33,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,53,r1l38,untagged speaker (named),NOA,label 'זמרי' matches cast role,זמרי: נֵיין קֶענִיג בּלשצר! טריוּמפיערע ,tag speaker xmlid:zimri
Al Naharot Bavel,59,r1l8,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,60,line_1649538258191_4864,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶפִּילָאג,fix per schema
Al Naharot Bavel,61,r1l31,untagged speaker (named),NOA,label 'אליקים' matches cast role,אליקים: אוֹי אִיך פִינְסטֶערֶער דלוּת! מ,tag speaker xmlid:elyakim
Al Naharot Bavel,63,r1l15,schema violation,NOA,stage span requires a type attribute (no bare stage),פערוואַנדלונג.,fix per schema
Al Naharot Bavel,63,r1l24,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,63,r1l25,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע.,fix per schema
Bas Sheva,6,r_5_1l2,schema violation,NOA,role span requires xmlid attribute,צָדוק,fix per schema
Bas Sheva,6,r_5_1l2,schema violation,NOA,unknown tag 'actor',וואַקסמען,fix per schema
Bas Sheva,6,r_5_1l3,schema violation,NOA,role span requires xmlid attribute,בַּת שֶׁבַע,fix per schema
Bas Sheva,6,r_5_1l4,schema violation,NOA,role span requires xmlid attribute,שְׁלוּמִיאֵל,fix per schema
Bas Sheva,6,r_5_1l5,schema violation,NOA,role span requires xmlid attribute,עֲזַרִיָה,fix per schema
Bas Sheva,6,r_5_1l6,schema violation,NOA,role span requires xmlid attribute,לֶמֶך,fix per schema
Bas Sheva,6,r_5_1l7,schema violation,NOA,role span requires xmlid attribute,אַבְנֵר,fix per schema
Bas Sheva,6,r_5_1l8,schema violation,NOA,role span requires xmlid attribute,בִּנְיָמִין,fix per schema
Bas Sheva,6,r_5_1l9,schema violation,NOA,role span requires xmlid attribute,אֶסְתֶּר,fix per schema
Bas Sheva,6,r_5_1l10,schema violation,NOA,role span requires xmlid attribute,טַייפֶֿעל,fix per schema
Bas Sheva,7,TextRegion_1648718853241_838l5,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קַאהר: זיי אוּנן נֶענריסט דוּ שעהנֶער פר,tag speaker xmlid:chor
Bas Sheva,7,TextRegion_1648718853241_838l10,untagged speaker (collective),AUTO,collective 'מענער' — no speaker span,מענער: נאר לוסטיגזיין נאר פרעהליך זיין,tag speaker xmlid:mener
Bas Sheva,8,TextRegion_1648719223107_983l20,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,"ביידע: אַך וועלכעס גלִיק,",tag speaker xmlid:beyde
Bas Sheva,8,line_1648719524140_1044,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: בּיי גָאט!,tag speaker xmlid:beyde
Bas Sheva,9,TextRegion_1648719603436_1106l10,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,"ביידע: ני פוּן דוּרכשיידען,",tag speaker xmlid:beyde
Bas Sheva,13,line_1648723861708_423,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואַס אִיז נֵייעס? וואָס אִיז נֵייע,tag speaker xmlid:alle
Bas Sheva,13,TextRegion_1648723653950_308l19,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אַזוי?,tag speaker xmlid:alle
Bas Sheva,13,TextRegion_1648723653950_308l21,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אַזוי?,tag speaker xmlid:alle
Bas Sheva,14,line_1648724969081_1236,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: חַ חַ חַ!,tag speaker xmlid:alle
Bas Sheva,16,TextRegion_1648725342005_1510l3,untagged speaker (unknown),NOA,"turn-like 'אבנר, בנימין' not in cast (OCR?)","אבנר, בנימין: נִישְט דֶער רֶעדֶע ווערְטה",fix OCR / link to a cast xmlid
Bas Sheva,21,TextRegion_1648849522837_2290l13,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,"קאהר: נָאך אֵיין אָפפער. חַא חַא חַא, דו",tag speaker xmlid:chor
Bas Sheva,22,r_5_1l3,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,"קאהר: מַזָל טוֹב, מַזָל טוֹב, מַזָל טוֹב",tag speaker xmlid:chor
Bas Sheva,26,r_1_1l15,untagged speaker (unknown),NOA,turn-like 'זלמן' not in cast (OCR?),זלמן: הֶערְט! הֶערְט נֵייעס! הֶערְט!,fix OCR / link to a cast xmlid
Bas Sheva,26,r_1_1l16,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס אִיז גֶעשֶׁעהן?,tag speaker xmlid:alle
Bas Sheva,27,r_1_1l18,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קאהר: דַיין ווארט... (ביז) דַיין קִינְד.,tag speaker xmlid:chor
Bas Sheva,27,r_1_1l21,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קאהר: יֶעצְט אִיז עֶר שׁוֹין געקוּמען.,tag speaker xmlid:chor
Bas Sheva,27,r_1_1l26,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,"קאהר: מז""ַט מז""ט. (טאנץ, אַלעס אב).",tag speaker xmlid:chor
Bas Sheva,32,TextRegion_1648852535726_3295l27,untagged speaker (unknown),NOA,turn-like 'בוימין' not in cast (OCR?),"בוימין: נוּ, וואָס?",fix OCR / link to a cast xmlid
Bas Sheva,33,TextRegion_1648851330067_3160l21,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: טראטאטא פלאם...,tag speaker xmlid:beyde
Bas Sheva,33,TextRegion_1648851330067_3160l27,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: צוּ ווארפען אויגען אויף מיר דיר).,tag speaker xmlid:beyde
Bas Sheva,33,TextRegion_1648851330067_3160l32,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: טראטאטא פלאם...,tag speaker xmlid:beyde
Bas Sheva,35,TextRegion_1648852833678_3477l31,untagged speaker (collective),AUTO,collective 'מעדכען' — no speaker span,"מעדכען: שֶׁעהנֶע זֶענֶען מִיר, טאנצען קֶ",tag speaker xmlid:meydkhen
Bas Sheva,36,TextRegion_1648852858712_3505l13,untagged speaker (collective),AUTO,collective 'מעדכען' — no speaker span,מעדכען: אָה וֶועה! (זיי זינקען צו דער ער,tag speaker xmlid:meydkhen
Bas Sheva,37,r_2_1l4,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קאהר: צוּ בּעגריסען זֶענֶען מִיר געקוּמע,tag speaker xmlid:chor
Bas Sheva,37,r_2_1l16,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קאהר: גרִיסט דִיך גָאט.,tag speaker xmlid:chor
Bas Sheva,37,r_2_1l18,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קאהר: גריס דִיך גָאט.,tag speaker xmlid:chor
Bas Sheva,37,r_2_1l20,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קאהר: גָאט מִיט אוּנז.,tag speaker xmlid:chor
Bas Sheva,38,TextRegion_1648852911984_3671l2,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קאהר: גָאט מִיט אוּנז.,tag speaker xmlid:chor
Bas Sheva,45,TextRegion_1648909876402_37l6,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: יוּכהע!,tag speaker xmlid:beyde
Bas Sheva,45,TextRegion_1648909876402_37l15,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: חַ חַ חַ! לעבּען דאָס איז רעכט.,tag speaker xmlid:beyde
Bas Sheva,47,r_2_1l30,untagged speaker (unknown),NOA,turn-like 'בנילין' not in cast (OCR?),בנילין: דאמִיט הָאט דָאך דֶער פֶעלְדְמאר,fix OCR / link to a cast xmlid
Bas Sheva,49,r_1_1l16,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קאהר: צוּ דעם געבּורטסטָאג פוּן דֶער,tag speaker xmlid:chor
Bas Sheva,50,r_2_1l9,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,"קאהר: מַזָל טוֹב, מַזָל טוֹב!",tag speaker xmlid:chor
Bas Sheva,51,TextRegion_1648847943646_1459l23,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וָואס אִיז דָאס?,tag speaker xmlid:alle
Bas Sheva,52,TextRegion_1648848089081_1600l19,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,"קאהר: העלף גאט מִיר בּעטען דיך,",tag speaker xmlid:chor
Bas Sheva,57,r_1_1l26,untagged speaker (unknown),NOA,turn-like 'שלומאיל' not in cast (OCR?),"שלומאיל: נוּ, וואַס'זשׁע אִיז דאפוּן?",fix OCR / link to a cast xmlid
Bas Sheva,59,r_1_1l20,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וָואס אִיז דָאס? בּיזטוּ פֶערְרִיקט,tag speaker xmlid:alle
Bas Sheva,60,r_2_1l31,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דוּ גָאר?,tag speaker xmlid:alle
Bas Sheva,62,TextRegion_1648845089070_371l9,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: בּת שבֶע?,tag speaker xmlid:alle
Bas Sheva,62,TextRegion_1648845089070_371l15,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס הֶערֶען מִיר?,tag speaker xmlid:alle
Bas Sheva,62,TextRegion_1648845089070_371l18,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אלע: דֶערְצֶעהל, דֶערְצֶעהל!",tag speaker xmlid:alle
Bas Sheva,62,TextRegion_1648845089070_371l22,untagged speaker (unknown),NOA,turn-like 'זלמן' not in cast (OCR?),זלמן: אוּנְטֶער דִי יֶענִיגֶע וואָס זֶענ,fix OCR / link to a cast xmlid
Bas Sheva,63,r_1_1l27,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: טראטאטא פלאם... (ביידע אב),tag speaker xmlid:beyde
Bas Sheva,66,r_2_1l26,untagged speaker (unknown),NOA,turn-like 'זלמן' not in cast (OCR?),זלמן: יאָ טַייער קִינְד! דָא שְׁטֶעהט דַ,fix OCR / link to a cast xmlid
Bas Sheva,67,TextRegion_1648844434328_135l16,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: צדוק?,tag speaker xmlid:alle
Bas Sheva,67,TextRegion_1648844434328_135l22,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וָואס?,tag speaker xmlid:alle
Bas Sheva,67,TextRegion_1648844434328_135l26,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס אִיז גֶעשֶׁעהן?,tag speaker xmlid:alle
Bas Sheva,68,r_2_1l4,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס הֶערֶען מִיר?,tag speaker xmlid:alle
Bas Sheva,68,r_2_1l11,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס מיינסטוּ דאמִיט?,tag speaker xmlid:alle
Bas Sheva,68,r_2_1l14,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס מיינסטוּ דאמִיט?,tag speaker xmlid:alle
Bas Sheva,68,r_2_1l17,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: (בעקוקען זי) סְ'אִיז מֶעהר נִישְטא!,tag speaker xmlid:alle
Bas Sheva,68,r_2_1l25,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס הַייסְט דָאס?,tag speaker xmlid:alle
Bas Sheva,69,r_1_1l16,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס?,tag speaker xmlid:alle
Bas Sheva,69,r_1_1l28,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אִיז דָאס מֶעגלִיך?,tag speaker xmlid:alle
Bas Sheva,70,line_1648724748034_995,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אלע: אַוועק פוּן אוּנז, דֶער פאלשער גלאנ",tag speaker xmlid:alle
Bas Sheva,71,TextRegion_1648724066543_640l4,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,"קאהר: אשת חֲיִל מִי ימְצָא,",tag speaker xmlid:chor
Bas Sheva,71,TextRegion_1648724066543_640l11,untagged speaker (collective),AUTO,collective 'קאהר' — no speaker span,קאהר: אַ פְרִיעדֶענְסֶענְגֶעל אִיז נוּר ,tag speaker xmlid:chor
Bas Sheva,—,role:boyen,unreferenced cast,NOA,declared in cast_dict but never used by any speaker,boyen,verify the role is real / find its speeches
Bas Sheva,—,role:etts,unreferenced cast,NOA,declared in cast_dict but never used by any speaker,etts,verify the role is real / find its speeches
Bas Sheva,—,role:militer,unreferenced cast,NOA,declared in cast_dict but never used by any speaker,militer,verify the role is real / find its speeches
Bas Sheva,—,role:shefer,unreferenced cast,NOA,declared in cast_dict but never used by any speaker,shefer,verify the role is real / find its speeches
Bas Sheva,—,role:sheferigen,unreferenced cast,NOA,declared in cast_dict but never used by any speaker,sheferigen,verify the role is real / find its speeches
Bas Sheva,—,role:teyfel_2,unreferenced cast,NOA,declared in cast_dict but never used by any speaker,teyfel_2,verify the role is real / find its speeches
Blimele (di Perle von Warsha),6,line_1648912729557_2003,untagged cast entry,NOA,castList line 'ארט דער האנדלונג' has no role/roleDesc span,"אָרט דער האנדלונג: פאָלען, פאָזען אונד ו",tag role + roleDesc
Blimele (di Perle von Warsha),10,r_1_1l7,schema violation,NOA,unknown attrs on l: ['continued'],לאָזט אונז יעטצט זיִנְגעֶן אַלע,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l8,schema violation,NOA,unknown attrs on l: ['continued'],גראטוליערען דאס נייע פאר,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l9,schema violation,NOA,unknown attrs on l: ['continued'],"מַזָל טוֹב דִיר חָתָן כּלה,",fix per schema
Blimele (di Perle von Warsha),10,r_1_1l10,schema violation,NOA,unknown attrs on l: ['continued'],גליק אוּנזעגען אויף לאַנגע יאהר,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l11,schema violation,NOA,unknown attrs on l: ['continued'],ווינשען מיר אויך אַלע גוּטע פריינד,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l13,schema violation,NOA,unknown attrs on l: ['continued'],"אַ שעהנער יום טוֹב איז דאך היינט,",fix per schema
Blimele (di Perle von Warsha),10,r_1_1l14,schema violation,NOA,unknown attrs on l: ['continued'],חָתָן כּלה מַזָל טוֹב,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l16,schema violation,NOA,unknown attrs on l: ['continued'],מענער: זעהט דאָס פּאהרל געהען,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l17,schema violation,NOA,unknown attrs on l: ['continued'],דאמען: וִויא עהרְלִיך אוּן שֶׁעהן.,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l20,schema violation,NOA,unknown attrs on l: ['continued'],"שֶׁעהן שֶׁעהן דאָס פּאהרל גֶעהֶען,",fix per schema
Blimele (di Perle von Warsha),10,r_1_1l21,schema violation,NOA,unknown attrs on l: ['continued'],"אַך וויאָ הֶערְלִיך אוּן שֶׁעהן, שֶׁעהן",fix per schema
Blimele (di Perle von Warsha),10,r_1_1l23,schema violation,NOA,unknown attrs on l: ['continued'],עמפּפאנגט יעטצט פוּן מיין מוּנד,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l24,schema violation,NOA,unknown attrs on l: ['continued'],דִיא בּרכה צוּ אַייערען בּוּנד.,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l25,schema violation,NOA,unknown attrs on l: ['continued'],"בּעשיטצע אַייך גָאט, פוּן עלֶענְד אוּנ פוּן נאטה.",fix per schema
Blimele (di Perle von Warsha),10,r_1_1l26,schema violation,NOA,unknown attrs on l: ['continued'],אַהבה וחִבּה,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l26,schema violation,NOA,unknown attrs on l: ['continued'],עגנֶע אוּנז פָאטֶער יעטצט,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l27,schema violation,NOA,unknown attrs on l: ['continued'],ושלוֹם ורעות.,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l27,schema violation,NOA,unknown attrs on l: ['continued'],זֶעגנֶע אוּנז פָאטֶער יעטצט,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l28,schema violation,NOA,unknown attrs on l: ['continued'],אַהבה וחבּה ושלום ורעות ורעות.,fix per schema
Blimele (di Perle von Warsha),10,r_1_1l29,schema violation,NOA,unknown attrs on l: ['continued'],"אָמן שְׁרֵייט אַלע, יעטצט חָתָן וכלה",fix per schema
Blimele (di Perle von Warsha),10,r_1_1l30,schema violation,NOA,unknown attrs on l: ['continued'],"דִיא בּרכה זאָל אָן געֶהן, שׁרֵייט אַלע יעטצט אָמֵן.",fix per schema
Blimele (di Perle von Warsha),10,r_1_1l31,schema violation,NOA,unknown attrs on l: ['continued'],חתן כּלה מַזָל טוֹב א. ז. וו.,fix per schema
Blimele (di Perle von Warsha),13,r_2_1l21,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: וואָס זְשֶׁע טהוּט מֶען?,tag speaker xmlid:beyde
Blimele (di Perle von Warsha),13,r_2_1l22,schema violation,NOA,unknown attrs on l: ['continued'],וואָס טהוּט מֶען? איך שעהם מיך,fix per schema
Blimele (di Perle von Warsha),13,r_2_1l23,schema violation,NOA,unknown attrs on l: ['continued'],"עֶס מוּז אַרויס, דער שמערץ איז גרויס",fix per schema
Blimele (di Perle von Warsha),13,r_2_1l24,schema violation,NOA,unknown attrs on l: ['continued'],איך האַלט עֶס נִישְט אויס.,fix per schema
Blimele (di Perle von Warsha),13,r_2_1l25,schema violation,NOA,unknown attrs on l: ['continued'],אוֹי ווִי זאָגט מען דאס איהר,fix per schema
Blimele (di Perle von Warsha),13,r_2_1l27,schema violation,NOA,unknown attrs on l: ['continued'],אוֹי ווִי ערְקלֶעהרְט מֶען דאָס דִיר.,fix per schema
Blimele (di Perle von Warsha),13,r_2_1l28,schema violation,NOA,unknown attrs on l: ['continued'],אִיך האַלט מִיך אִין אֵיין שֶׁעהמֶען ווִי אַ פִיצל קִינְד.,fix per schema
Blimele (di Perle von Warsha),13,r_2_1l29,schema violation,NOA,unknown attrs on l: ['continued'],ווִי נֶעהמְט מֶען לָשׁוֹן אַצוּנד.,fix per schema
Blimele (di Perle von Warsha),13,r_2_1l30,schema violation,NOA,unknown attrs on l: ['continued'],אִיך מוּז איהר ערצעהלען,fix per schema
Blimele (di Perle von Warsha),13,r_2_1l31,schema violation,NOA,unknown attrs on l: ['continued'],מיין שמערץ קֶען זיא היילֶען,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l2,schema violation,NOA,unknown attrs on l: ['continued']," דָא בּרענט דאָס דָא בּריהט דאס,",fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l3,schema violation,NOA,unknown attrs on l: ['continued'],דָא קאכט דאָס דָא זִיעד דאס,fix per schema
Blimele (di Perle von Warsha),14,line_1648914091085_3164,schema violation,NOA,unknown attrs on l: ['continued']," דָא נֵייגט דָאס דָא זַיינְט דָאס,",fix per schema
Blimele (di Perle von Warsha),14,line_1648914098534_3176,schema violation,NOA,unknown attrs on l: ['continued'],"דָא קלֶעהרְט עֶס, דָא צֶעהרְט עֶס.",fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l8,schema violation,NOA,unknown attrs on l: ['continued'],אִין קאפּ נאר וויעצֶעל אִיז,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l9,schema violation,NOA,unknown attrs on l: ['continued'],ערְקלֶעהר וואָס וִויל עֶס.,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l10,schema violation,NOA,unknown attrs on l: ['continued'],בּאלד בּאלד ערְקלֶעהר אִיך דִיר.,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l11,schema violation,NOA,unknown attrs on l: ['continued'],יאָ הער אֵיין עצה פון מיר,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l12,schema violation,NOA,unknown attrs on l: ['continued'],מַיין זֶענִיקל שׁרֶעק דִיך נִישְט קרֶענְק דִיך נִישְט אִיך האבּ פַאר דִיר,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l13,schema violation,NOA,unknown attrs on l: ['continued'],אַ רפוּאָה.,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l14,schema violation,NOA,unknown attrs on l: ['continued'],"קוּם וועסט דוא מיך פאלגען וֶועט טאקי זיין גוּט,",fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l15,schema violation,NOA,unknown attrs on l: ['continued'],פאַר דִיר אוּנ פַאר מִיר אַ ישוּעה.,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l16,schema violation,NOA,unknown attrs on l: ['continued'],"אוּם... צוּ קִיסֶען, אוּם... צוּ קִיסֶען, וֶועט הֵיילֶען דיין שמערץ",fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l17,schema violation,NOA,unknown attrs on l: ['continued'], וֶועה אִיז מִיר.,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l18,schema violation,NOA,unknown attrs on l: ['continued'],"זיא: אוּם... צוּ קִיסֶען, אוּם... צוּ קִיסֶען, וֶוערְט בּאלד גֶעהַיילְט דַיין העֶרץ",fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l21,schema violation,NOA,unknown attrs on l: ['continued'],אוּן דִיא רפוּאָה קרִיעג אִיך בּאלד פוּן דִיר.,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l22,schema violation,NOA,unknown attrs on l: ['continued'],ביידע: יאָ לאָמיִר פּריווען אוֹיף קאטוועס,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l23,schema violation,NOA,unknown attrs on l: ['continued'],דאָס הַייסְט מִיר האבּען בּיידע אַ טעוּת...,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l24,schema violation,NOA,unknown attrs on l: ['continued'],אוֹי עֶס אִיז ווִי האנִיג זִיס.,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l27,schema violation,NOA,unknown attrs on l: ['continued'],עֶס גלִיעסט זִיך צוּ געבּען אַ נאש.,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l28,schema violation,NOA,unknown attrs on l: ['continued'],"עֶס אִיז מחיה, עֶס צוּגעהט זִיך פוּן קאפּ בּיז פִיס",fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l32,schema violation,NOA,unknown attrs on l: ['continued'],שׁרֶעקט אַייך נִישְט מֵיינֶע קיִנְדעֶר נם זה לטובה. זֵייט מַיין קִינְד,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l33,schema violation,NOA,unknown attrs on l: ['continued'],"הָאט בּיים קֶענִיג אוּרלויבּ גענוּמען רוּהען נִישְט דִיא שׁונאִי יִשְרָאֵל, עֵר",fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l34,schema violation,NOA,unknown attrs on l: ['continued'],הָאט דערהאַלטען אַ טֶעלֶעגראמע אַז דֶער קֶענִיג אִיז נִישְט געזוּנד אַז,fix per schema
Blimele (di Perle von Warsha),14,TextRegion_1648914043394_3102l35,schema violation,NOA,unknown attrs on l: ['continued'],מוּז עֶר שׁוֹין פאהרען,fix per schema
Blimele (di Perle von Warsha),15,TextRegion_1648914288835_3334l6,schema violation,NOA,unknown attrs on l: ['continued'],ערְלִיערְט קיין קוראש אוּנ קיין מוּטה נאר בּעט גָאט.,fix per schema
Blimele (di Perle von Warsha),15,TextRegion_1648914288835_3334l7,schema violation,NOA,unknown attrs on l: ['continued'],יאָ הֶעלְפֶען וֶועט עֶר זַיין פָאלְק אִין דֶער נאטה.,fix per schema
Blimele (di Perle von Warsha),15,TextRegion_1648914288835_3334l8,schema violation,NOA,unknown attrs on l: ['continued'],יא רעטען וועט ער זיין פאלק ישראל,fix per schema
Blimele (di Perle von Warsha),15,TextRegion_1648914288835_3334l9,schema violation,NOA,unknown attrs on l: ['continued'],ווִי עֶר פלֶעגט הֶעלְפֶען זַיין פָאלְק אַמאל.,fix per schema
Blimele (di Perle von Warsha),15,l_2,schema violation,NOA,unknown attrs on l: ['continued'],רעקט אייך קינדער נִיט ,fix per schema
