edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Al Naharot Bavel,44,line_1649595572369_896,untagged speaker (named),NOA,label 'פאלמירא' matches cast role,פאלמירא:,tag speaker xmlid:palmira
Al Naharot Bavel,50,r1l25,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג.,fix per schema
Al Naharot Bavel,50,r1l33,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,53,r1l38,untagged speaker (named),NOA,label 'זמרי' matches cast role,זמרי: נֵיין קֶענִיג בּלשצר! טריוּמפיערע ,tag speaker xmlid:zimri
Al Naharot Bavel,59,r1l8,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,60,line_1649538258191_4864,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶפִּילָאג,fix per schema
Al Naharot Bavel,61,r1l31,untagged speaker (named),NOA,label 'אליקים' matches cast role,אליקים: אוֹי אִיך פִינְסטֶערֶער דלוּת! מ,tag speaker xmlid:elyakim
Al Naharot Bavel,63,r1l15,schema violation,NOA,stage span requires a type attribute (no bare stage),פערוואַנדלונג.,fix per schema
Al Naharot Bavel,63,r1l24,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,63,r1l25,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע.,fix per schema
Der Mann untern Tisch,5,r_1_1l6,schema violation,NOA,"stage.type must be one of {'costume', 'novelistic', 'delivery', 'entrance', 'business', 'location', 'exit', 'setting'}, got 'settingָ'","גאָפעל אוּן מעסער, ווען דער פאָרהאַנג געהט אַרוֹיף שטעהט",fix per schema
Der Mann untern Tisch,10,r_2_1l11,schema violation,NOA,stage span requires a type attribute (no bare stage),(טוּר⸗,fix per schema
Der Mann untern Tisch,10,r_2_1l14,schema violation,NOA,stage span requires a type attribute (no bare stage),(עֵר,fix per schema
Der Mann untern Tisch,11,r_2_1l9,schema violation,NOA,"stage.type must be one of {'costume', 'novelistic', 'delivery', 'entrance', 'business', 'location', 'exit', 'setting'}, got 'mixed'","(זיי נעהמען זיך אַרוּם, יאכֿטשע ערשיינט).",fix per schema
Der Mann untern Tisch,11,r_2_1l34,schema violation,NOA,"stage.type must be one of {'costume', 'novelistic', 'delivery', 'entrance', 'business', 'location', 'exit', 'setting'}, got 'mixed'",(ער בעהאַלט זיך. אויפֿטריט סאבעלע).,fix per schema
Der Mann untern Tisch,14,r_1_1l26,schema violation,NOA,stage span requires a type attribute (no bare stage),(קלערְט אבּייסיל),fix per schema
Der Mann untern Tisch,18,r_1_1l3,schema violation,NOA,stage span requires a type attribute (no bare stage),(בּיס),fix per schema
Der Mann untern Tisch,18,r_1_1l31,schema violation,NOA,"stage.type must be one of {'costume', 'novelistic', 'delivery', 'entrance', 'business', 'location', 'exit', 'setting'}, got 'mixed'",איִן דעֶר צַייט וועֶן מעֶן ענְדיִגט דאָס געזאַנג שפּילט דיִ מוּזיִק,fix per schema
Der Mann untern Tisch,18,r_1_1l32,schema violation,NOA,"stage.type must be one of {'costume', 'novelistic', 'delivery', 'entrance', 'business', 'location', 'exit', 'setting'}, got 'mixed'",זעֶלְבְּסְט אוּן יאָכֿטשֶעֶ טַאנְצְט מיִט'ן טוּרְניִווער אוּן סאָבּעֶלעֶ מיִט'ן קראָ⸗,fix per schema
Der Mann untern Tisch,18,r_1_1l33,schema violation,NOA,"stage.type must be one of {'costume', 'novelistic', 'delivery', 'entrance', 'business', 'location', 'exit', 'setting'}, got 'mixed'","קעֶווער, אַזוֹי וויִ יאָכֿטשעֶ דעֶרְזעֶהט לויִפֿט עֵר נאָך דעֶם קראָקעֶוועֶר, דעֶר",fix per schema
Der Mann untern Tisch,18,r_1_1l34,schema violation,NOA,"stage.type must be one of {'costume', 'novelistic', 'delivery', 'entrance', 'business', 'location', 'exit', 'setting'}, got 'mixed'","טוּרְניִווער בּעֶהאַלט איִהם אוּן עֵר זיִנְגְט אוֹי טאָ, טאָ.",fix per schema
Der Mann untern Tisch,18,r_1_1l35,schema violation,NOA,"stage.type must be one of {'costume', 'novelistic', 'delivery', 'entrance', 'business', 'location', 'exit', 'setting'}, got 'mixed'",פאָרהאַנג פאַלט.,fix per schema
Di Seder Nakht,4,TextRegion_1647704676917_730l1,untagged cast entry,NOA,castList line 'פערזאנען' has no role/roleDesc span,פּערזאנען:,tag role + roleDesc
Di Seder Nakht,5,TextRegion_1647705133639_852l13,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אַלע: גוּטֶען טַאג הֶערְר רִיזְוַואן, גו",tag speaker xmlid:alle
Di Seder Nakht,5,TextRegion_1647705133639_852l21,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: יַא יַא יַא.,tag speaker xmlid:alle
Di Seder Nakht,5,l,untagged speaker (named),NOA,label 'דוד' matches cast role,דוד: בְּרַאוָוא בְּרַאוָוא הֶערְר רִיזְו,tag speaker xmlid:dovid_kahn
Di Seder Nakht,6,r_2_1l1,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דַאנְקֶע הֶערְר קָאהְן (קאהר אב).,tag speaker xmlid:alle
Di Seder Nakht,6,r_2_1l29,untagged speaker (named),NOA,label 'מאיר' matches cast role,מאיר: פוֹן דֶער רוֹיטֶער בְּרִיק! עֶר אִ,tag speaker xmlid:meir_dreyer
Di Seder Nakht,7,TextRegion_1647705629974_1099l5,untagged speaker (named),NOA,label 'דוד' matches cast role,דוד: וֶוער זָאגְט אִיהְר?,tag speaker xmlid:dovid_kahn
Di Seder Nakht,9,r_3_1l3,untagged speaker (unknown),NOA,turn-like 'ולמן' not in cast (OCR?),ולמן: עַם וואוּנְדֶערְט דִיך מֵיין קִינְ,fix OCR / link to a cast xmlid
Di Seder Nakht,9,r_3_1l32,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אָבּער ווארוּם?,tag speaker xmlid:alle
Di Seder Nakht,11,r_1_1l29,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אמְת?,tag speaker xmlid:alle
Di Seder Nakht,19,r_3_1l10,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אָמֵן.,tag speaker xmlid:alle
Di Seder Nakht,31,TextRegion_1649444107459_94l23,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואַס גֶעהט דָא פַאר?,tag speaker xmlid:alle
Di Seder Nakht,32,r_1_1l7,untagged speaker (unknown),NOA,turn-like 'דו' not in cast (OCR?),דו: מֵיין שׁולְד מֵיין אַייגֶענֶע שוּלד!,fix OCR / link to a cast xmlid
Di Seder Nakht,32,r_1_1l10,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: (לויפען און שרייען) וואַסער! הִילְפ,tag speaker xmlid:alle
Di Seder Nakht,42,TextRegion_1649447129991_873l3,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אלע: גיִט יו""ַט, גיִט יו""ַט.",tag speaker xmlid:alle
Di Seder Nakht,42,TextRegion_1649447129991_873l26,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואַס אִיז גֶעשֶׁעהן?,tag speaker xmlid:alle
Di Seder Nakht,43,r_3_1l23,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: בּלוּטה?,tag speaker xmlid:alle
Di Seder Nakht,48,TextRegion_1649448170749_1423l30,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס הֶערֶען וִויר?,tag speaker xmlid:alle
Di Seder Nakht,54,r_1_1l18,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: בּרוּךְ מתּיר אָסוּרים.,tag speaker xmlid:alle
Di Seder Nakht,54,r_1_1l34,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: עה הִיום עשה ד' נגִילְה ונְשׁמְחה ב,tag speaker xmlid:alle
Di Seder Nakht,56,TextRegion_1649531546552_699l5,untagged speaker (unknown),NOA,turn-like 'סאלא אלט' not in cast (OCR?),סאלא אלט: דיא שעהנע ראזע בּליהט,fix OCR / link to a cast xmlid
Di Seder Nakht,59,TextRegion_1649532660213_1267l4,untagged speaker (collective),AUTO,collective 'דועט' — no speaker span,דועט:,tag speaker xmlid:duet
Di Seder Nakht,59,TextRegion_1649532650275_1255l1,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: וועסטוּ נוּר מיינע אויף אימער זײַ,tag speaker xmlid:beyde
Di Seder Nakht,59,line_1649532802921_1396,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: טריי בּין אין טאד,tag speaker xmlid:beyde
Di Seder Nakht,60,region_1649532950552_1410l8,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: געטריי צוּ זיין.,tag speaker xmlid:beyde
Di Seder Nakht,62,TextRegion_1649533285594_1649l17,untagged speaker (collective),AUTO,collective 'דאמען' — no speaker span,דאמען: מיט מעל אין אַ גוּטער שעה,tag speaker xmlid:damen
Di Seder Nakht,63,TextRegion_1649533464042_1744l17,untagged speaker (collective),AUTO,collective 'מענער' — no speaker span,"מענער: יוּדען, פרייט אַייך",tag speaker xmlid:mener
Di Seder Nakht,63,TextRegion_1649533464042_1744l26,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: נוּ נוּ טאקע נוּ,tag speaker xmlid:alle
Di Seder Nakht,63,line_1649533648504_1825,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: נוּ טאקע נוּ,tag speaker xmlid:alle
Di Seder Nakht,64,TextRegion_1649533774828_1837l3,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אַלע: אוי אוֹי אוי,tag speaker xmlid:alle
Di Seder Nakht,64,TextRegion_1649533774828_1837l5,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: בּויך אַרײַן,tag speaker xmlid:alle
Di Seder Nakht,64,TextRegion_1649533774828_1837l11,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אַלע: אוי אוי נוּ נוּ נוּ נוּ,tag speaker xmlid:alle
Di Seder Nakht,64,TextRegion_1649533774828_1837l28,untagged speaker (collective),AUTO,collective 'קינדער' — no speaker span,קינדער: קוּמט קוּמט קינדערליך,tag speaker xmlid:kinder
Di Seder Nakht,64,line_1649533859022_1906,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דיא מאמע,tag speaker xmlid:alle
Di Seder Nakht,65,TextRegion_1649533891997_1934l14,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווינשט מיר צי,tag speaker xmlid:alle
Di Seder Nakht,65,line_1649533939004_1964,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: פלעסקעט צי.,tag speaker xmlid:alle
Di Seder Nakht,65,TextRegion_1649533891997_1934l19,untagged speaker (unknown),NOA,turn-like '2) קינד' not in cast (OCR?),2) קינד.: איך זאָל נוּר דערלעבּען דיא גד,fix OCR / link to a cast xmlid
Di Seder Nakht,69,line_1649448420472_1578,untagged speaker (unknown),NOA,turn-like 'רעפריין' not in cast (OCR?),רעפריין: יוּדאלע נישט האָבּ קיין מורה,fix OCR / link to a cast xmlid
Di Seder Nakht,70,TextRegion_1649421514322_415l8,untagged speaker (collective),AUTO,collective 'אלט' — no speaker span,אלט: אודך אודך בּי עניתני,tag speaker xmlid:alt
Di Seder Nakht,70,TextRegion_1649421514322_415l11,untagged speaker (collective),AUTO,collective 'טענאר' — no speaker span,טענאר: אָבן מאָסוּ הבּוֹנים,tag speaker xmlid:tenor
Di Seder Nakht,70,TextRegion_1649421514322_415l13,untagged speaker (collective),AUTO,collective 'אלט' — no speaker span,אַלט: אוי אָבן מאָסוּ הבּוֹנִים,tag speaker xmlid:alt
Di Seder Nakht,70,line_1649422076759_523,untagged speaker (collective),AUTO,collective 'באס' — no speaker span,באס: מאת ה' היתה זאת זאת זאת,tag speaker xmlid:bas
Di Seder Nakht,70,TextRegion_1649421514322_415l20,untagged speaker (collective),AUTO,collective 'סאפראן' — no speaker span,סאפּראן: זה היום עשה ה',tag speaker xmlid:sopran
Di Seder Nakht,70,TextRegion_1649421514322_415l21,untagged speaker (collective),AUTO,collective 'אלט' — no speaker span,אַלט: זה היום עשה ה',tag speaker xmlid:alt
Di Seder Nakht,70,TextRegion_1649421514322_415l22,untagged speaker (collective),AUTO,collective 'טענאר' — no speaker span,טענאר: נגילה ונשמחה בו,tag speaker xmlid:tenor
Kidush Hashem,1,line_1644617903098_2305,schema violation,NOA,unknown tag 'Header',קדוש,fix per schema
Kidush Hashem,1,line_1644617903098_2305,schema violation,NOA,unknown tag 'Header', הַשֵׁ,fix per schema
Kidush Hashem,1,r1l7,schema violation,NOA,unknown tag 'Header',אפֶערֶעטֶע אִין 5 א,fix per schema
Kidush Hashem,1,r1l8,schema violation,NOA,unknown tag 'Header',פוּן,fix per schema
Kidush Hashem,1,r1l9,schema violation,NOA,unknown tag 'Header',יאזֶעף לאטַיינֶ,fix per schema
Kidush Hashem,5,r1l1,schema violation,NOA,unknown tag 'Header',קִדוּש הַשֵׁ,fix per schema
Kidush Hashem,5,r1l2,schema violation,NOA,unknown tag 'Header',אָפֶערֶעטֶע אִין פִֿינְף,fix per schema
Kidush Hashem,6,r1l1,schema violation,NOA,unknown tag 'Header',פערזאנען:,fix per schema
Kidush Hashem,6,r1l1,untagged cast entry,NOA,castList line 'פערזאנען' has no role/roleDesc span,פערזאנען:,tag role + roleDesc
Kidush Hashem,7,r3l8,schema violation,NOA,unknown tag 'Header',ערְשׁטֶער אַ,fix per schema
Kidush Hashem,8,r1l2,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),טאביאס,fix per schema
Kidush Hashem,8,r1l4,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),טאביאס:,fix per schema
Kidush Hashem,8,r1l9,schema violation,NOA,unknown tag 'textStyle',בּסעלע שִׁ,fix per schema
Kidush Hashem,12,r1l9,untagged speaker (unknown),NOA,turn-like 'פיקאלע' not in cast (OCR?),פיקאלע: דֶער גרַאף הָאט דָאך נִישְט מֶעה,fix OCR / link to a cast xmlid
Kidush Hashem,13,r1l8,untagged speaker (unknown),NOA,turn-like 'איזראעל' not in cast (OCR?),"איזראעל :) גִיבּ מִיר דַיין הַאנְד, מַיִ",fix OCR / link to a cast xmlid
Kidush Hashem,22,r1l7,untagged speaker (unknown),NOA,turn-like 'בראווא' not in cast (OCR?),בראווא: דאָס אִיז גֶעווֶען אַ קוּנסטפוּל,fix OCR / link to a cast xmlid
Kidush Hashem,25,r1l26,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,25,r1l27,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער ערְשׁטֶער אַקְט.,fix per schema
Kidush Hashem,26,r1l5,schema violation,NOA,unknown attrs on head: ['unit-type'],צווייטֶער אַ,fix per schema
Kidush Hashem,28,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),פֿערוואנדלונג,fix per schema
Kidush Hashem,31,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג.,fix per schema
Kidush Hashem,32,r1l29,untagged speaker (named),NOA,label 'יוליע' matches cast role,"יוליע: הָאט עֶר עֶס פֶערְלוִירֶען, צִי ה",tag speaker xmlid:yulye
Kidush Hashem,32,r1l30,untagged speaker (named),NOA,label 'טאביאס' matches cast role,"טאביאס: סאִיז פשוט אַ רֶעטזֶעל, וואָס עֶ",tag speaker xmlid:tobyas
Kidush Hashem,42,r1l12,schema violation,NOA,unknown tag 'textStyle',ן. ,fix per schema
Kidush Hashem,45,r1l4,schema violation,NOA,unknown tag 'textStyle',גוּטע,fix per schema
Kidush Hashem,46,r1l40,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,46,r1l41,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער צווייטֶער אַקְט.,fix per schema
Kidush Hashem,47,r2l1,schema violation,NOA,unknown attrs on head: ['unit-type'],דרִיטֶער אַק,fix per schema
Kidush Hashem,51,r1l22,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,51,r1l23,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער דרִיטֶער אַקְט.,fix per schema
Kidush Hashem,52,r1l2,schema violation,NOA,unknown attrs on head: ['unit-type'],פִירְטֶער אַ,fix per schema
Kidush Hashem,57,r1l4,untagged speaker (named),NOA,label 'מענדעס' matches cast role,"מענדעס: אַלזא אִין גאטֶעס נָאמֶען, קוּם!",tag speaker xmlid:mendes
Kidush Hashem,57,r1l22,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,58,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג,fix per schema
Kidush Hashem,65,r1l22,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,65,r1l23,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער פֿירטער אַקְט.,fix per schema
Kidush Hashem,66,r1l2,schema violation,NOA,unknown attrs on head: ['unit-type'],פִינְפטֶער אַ,fix per schema
Kidush Hashem,70,r1l5,schema violation,NOA,unknown tag 'textStyle',טו,fix per schema
Kidush Hashem,74,r1l4,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג.,fix per schema
Kidush Hashem,75,r1l23,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,75,r1l24,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער פּיעססע.,fix per schema
Mishke Mashke,1,line_1638099098543_145,schema violation,NOA,unknown tag 'add',ל,fix per schema
Mishke Mashke,1,line_1638099101892_150,schema violation,NOA,unknown tag 'Header',מִישְׁקֶע אוּן מָאשְׁקֶע,fix per schema
Mishke Mashke,1,line_1638099166315_225,schema violation,NOA,unknown tag 'Header',אָדָעֶר,fix per schema
Mishke Mashke,1,line_1638099166315_225,schema violation,NOA,unknown tag 'unclear',אָדָעֶר,fix per schema
Mishke Mashke,1,line_1638099111567_160,schema violation,NOA,unknown tag 'Header',אֵיירָאפֶּעעֶר אִין אַמֶעְרִיקַא.,fix per schema
Mishke Mashke,1,line_1638099115015_165,schema violation,NOA,unknown tag 'unclear',קָאמֶעְדיֶע,fix per schema
Mishke Mashke,2,line_1638099521897_403,schema violation,NOA,unknown tag 'unclear',נִיט,fix per schema
Mishke Mashke,2,line_1638099524962_408,schema violation,NOA,unknown tag 'unclear',נִיט,fix per schema
Mishke Mashke,3,line_1638099694857_528,schema violation,NOA,unknown tag 'Header',מִישְׁקֶע אוּן מָאשְׁקֶע,fix per schema
Mishke Mashke,3,line_1638099699136_533,schema violation,NOA,unknown tag 'Header',אָדֶער,fix per schema
Mishke Mashke,3,line_1638099708444_542,schema violation,NOA,unknown tag 'Header',אֵיירָאפֶּעעֶר אִין אַמֶעְרִיקַא.,fix per schema
Mishke Mashke,3,line_1638099712350_547,schema violation,NOA,unknown tag 'Header',אַ קָאמֶעְדיֶע אִין 5 אַקְטֶען.,fix per schema
Mishke Mashke,3,line_1638099712350_547,schema violation,NOA,unknown tag 'unclear',קָאמֶעְדיֶע,fix per schema
Mishke Mashke,4,line_1638100007471_710,schema violation,NOA,unknown tag 'textStyle',II. 42.3098,fix per schema
Mishke Mashke,4,line_1638100086994_755,schema violation,NOA,unknown tag 'Header',פערזאנען:,fix per schema
Mishke Mashke,4,line_1638100086994_755,untagged cast entry,NOA,castList line 'פערזאנען' has no role/roleDesc span,פערזאנען:,tag role + roleDesc
Mishke Mashke,4,line_1638100090700_760,schema violation,NOA,unknown tag 'unclear',בּאַנקיִר,fix per schema
Mishke Mashke,4,line_1638100094172_765,schema violation,NOA,unknown tag 'unclear',מאנקאדזשאו,fix per schema
Mishke Mashke,4,line_1638100119225_785,schema violation,NOA,unknown tag 'unclear',גֶעלִיִעבְּטֶעֶ,fix per schema
Mishke Mashke,4,line_1638100123958_790,schema violation,NOA,unknown tag 'unclear',פעֶטעֶר,fix per schema
Mishke Mashke,4,line_1638100131460_795,schema violation,NOA,unknown tag 'unclear',מישקע,fix per schema
Mishke Mashke,4,line_1638100137660_800,schema violation,NOA,unknown tag 'unclear',אַמעֲריקאַנישעֶר,fix per schema
Mishke Mashke,4,line_1638100137660_800,schema violation,NOA,unknown tag 'unclear',בַּאַנְקיִר,fix per schema
Mishke Mashke,4,line_1638100145373_805,schema violation,NOA,unknown tag 'unclear',שאַרלאָטאַ'ס,fix per schema
Mishke Mashke,4,line_1638100145373_805,schema violation,NOA,unknown tag 'unclear',גוטעֶ,fix per schema
Mishke Mashke,4,line_1638100145373_805,schema violation,NOA,unknown tag 'unclear',נדיִן,fix per schema
Mishke Mashke,4,line_1638100149342_810,schema violation,NOA,unknown tag 'unclear',פּאַסאַזשירעֶן,fix per schema
Yudale der Blinder,4,line_1647265918044_1095,untagged cast entry,NOA,castList line 'פערזאנען' has no role/roleDesc span,פּערזאנען:,tag role + roleDesc
Yudale der Blinder,4,line_1647266039449_1125,schema violation,NOA,span out of range (line len=5),ראזַא,fix per schema
Yudale der Blinder,4,r1l2,schema violation,NOA,span out of range (line len=8),אַלטעריל,fix per schema
Yudale der Blinder,4,r1l10,schema violation,NOA,span out of range (line len=10),דבורה'לע },fix per schema
Yudale der Blinder,4,line_1647266100041_1154,schema violation,NOA,span out of range (line len=9),בּערמאן },fix per schema
Yudale der Blinder,6,r23l49,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: נֵיין???,tag speaker xmlid:alle
Yudale der Blinder,6,line_1647268254610_1966,schema violation,NOA,unknown tag 'unclear',ה,fix per schema
Yudale der Blinder,7,r1l8,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דְבוֹרֶה'לֶע???,tag speaker xmlid:alle
Yudale der Blinder,7,r1l19,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווָאס???,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437762030_567,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וָואס אִיז פִישֶׁעל?,tag speaker xmlid:alle
Yudale der Blinder,10,r1l6,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס פאַר אַ אונְגלִיק?,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437794498_587,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס נֶעטראפֶען?,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437815797_602,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווִי אִיז זִי ?,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437835369_612,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: מֶען בּרענגט זִי גָאר?,tag speaker xmlid:alle
Yudale der Blinder,11,line_1647439360988_1021,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווֶער?,tag speaker xmlid:alle
Yudale der Blinder,14,line_1647512918897_214,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: נִיע זִיך שַׁיידֶען נִיע זיךְ קוו,tag speaker xmlid:beyde
Yudale der Blinder,15,r1l4,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,"ביידע: אָשא עִינִי אָל ההרִים, דִיא אוֹי",tag speaker xmlid:beyde
Yudale der Blinder,15,line_1647513264664_336,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: ווֶער — דִי הִילְפֶע אִיז נוּר עֵ,tag speaker xmlid:beyde
Yudale der Blinder,20,TextRegion_1648506461053_3149l25,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: אוֹי אִיז דֶען אַ מוּז לַיידֶען א,tag speaker xmlid:beyde
Yudale der Blinder,21,TextRegion_1648506293321_3101l12,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,"ביידע: אוֹי גוּט אוֹי ווֹאהל, אוֹי עֶס א",tag speaker xmlid:beyde
Yudale der Blinder,24,TextRegion_1648505709688_2823l2,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דְבוֹרֶה'לֶע???,tag speaker xmlid:alle
Yudale der Blinder,24,TextRegion_1648505709688_2823l4,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: זַיין כּלה.,tag speaker xmlid:alle
Yudale der Blinder,25,line_1648547836471_1264,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: אַך ווִי שְׁוֶוער מִיר אִיז צוּ ש,tag speaker xmlid:beyde
Yudale der Blinder,26,TextRegion_1648547526269_948l17,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: שפוך!,tag speaker xmlid:alle
Yudale der Blinder,26,TextRegion_1648547526269_948l19,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: חמְתך!,tag speaker xmlid:alle
Yudale der Blinder,26,TextRegion_1648547526269_948l21,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: עַל הגוִים!,tag speaker xmlid:alle
