edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Al Naharot Bavel,9,r1l13,untyped stage,NOA,untyped stage (no lexicon),אליקים: (וויטהענד) פַארְשְטְאפּ דִיר דַיין פִּיסְק,manual
Al Naharot Bavel,9,r1l31,untyped stage,NOA,untyped stage (no lexicon),"אליקים: יִמַח שְמוֹנִיק, וֶוער בִּיזְטוּ (וויל איה",manual
Al Naharot Bavel,9,r1l13,untyped stage,NOA,untyped stage (no lexicon),אליקים: (וויטהענד) פַארְשְטְאפּ דִיר דַיין פִּיסְק,manual
Al Naharot Bavel,9,r1l31,untyped stage,NOA,untyped stage (no lexicon),"אליקים: יִמַח שְמוֹנִיק, וֶוער בִּיזְטוּ (וויל איה",manual
Al Naharot Bavel,35,r1l13,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),הויפטמאן: אִיהר שווייגט?,manual
Al Naharot Bavel,35,r1l13,untagged speaker,NOA,untagged speaker (unknown) 'הויפטמאן',הויפטמאן: אִיהר שווייגט?,manual
Bas Sheva,16,TextRegion_1648725342005_1510l3,untagged speaker,NOA,"untagged speaker (unknown) 'אבנר, בנימין'","אבנר, בנימין: נִישְט דֶער רֶעדֶע ווערְטה.",manual
Bas Sheva,26,r_1_1l15,untagged speaker,NOA,untagged speaker (unknown) 'זלמן',זלמן: הֶערְט! הֶערְט נֵייעס! הֶערְט!,manual
Bas Sheva,32,TextRegion_1648852535726_3295l27,untagged speaker,NOA,untagged speaker (unknown) 'בוימין',"בוימין: נוּ, וואָס?",manual
Bas Sheva,47,r_2_1l30,untagged speaker,NOA,untagged speaker (unknown) 'בנילין',בנילין: דאמִיט הָאט דָאך דֶער פֶעלְדְמארְשׁאל ערוו,manual
Bas Sheva,57,r_1_1l26,untagged speaker,NOA,untagged speaker (unknown) 'שלומאיל',"שלומאיל: נוּ, וואַס'זשׁע אִיז דאפוּן?",manual
Bas Sheva,62,TextRegion_1648845089070_371l22,untagged speaker,NOA,untagged speaker (unknown) 'זלמן',זלמן: אוּנְטֶער דִי יֶענִיגֶע וואָס זֶענֶען געבּלי,manual
Bas Sheva,66,r_2_1l26,untagged speaker,NOA,untagged speaker (unknown) 'זלמן',זלמן: יאָ טַייער קִינְד! דָא שְׁטֶעהט דַיין אמְת'ר,manual
Blimele (di Perle von Warsha),23,r_1_1l15,untagged speaker,NOA,untagged speaker (unknown) 'מאלסים',מאלסים: נָאך לאַנגע נִיכְט.,manual
