edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Blimele (di Perle von Warsha),7,r_1_1l5,untagged speaker,NOA,untagged speaker (unknown) 'קאר',"קאר: וִויר גראטוליערען ווינְשֶׁען גלִיק, וִויר גרא",manual
Blimele (di Perle von Warsha),7,r_1_1l11,untagged speaker,NOA,untagged speaker (unknown) 'קאר',קאר: (אבגעהענד) וִויר גראטוליערען ווינְשֶׁען גלִיק,manual
Blimele (di Perle von Warsha),7,r_1_1l16,untagged speaker,NOA,untagged speaker (unknown) 'זעליק',זעליק: אַ! בּערעלע? פוּן וואַנען האסטוּ דיך יֶעצְט,manual
Blimele (di Perle von Warsha),7,r_1_1l17,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: וואס וואוּנְדֶערְסט דוא דיך אַזוֹי?,manual
Blimele (di Perle von Warsha),7,r_1_1l18,untagged speaker,NOA,untagged speaker (unknown) 'זעליק',זעליק: אִיך וואוּנְדֶער מִיך פוּן וואַנען דוּא האָ,manual
Blimele (di Perle von Warsha),7,r_1_1l19,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: וואָס גֶעהט דִיך אָן פוּן וואַנען? אַבּי אִי,manual
Blimele (di Perle von Warsha),7,r_1_1l20,untagged speaker,NOA,untagged speaker (unknown) 'זעליק',"זעליק: טאקע אַ שַׁאדֶע וואָס דוּא בּיזט יַא דָא, ה",manual
Blimele (di Perle von Warsha),7,r_1_1l22,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: וואָס אִיז מִיט דִיר זֶעלִיקֶעל? וואָס בּיזט,manual
Blimele (di Perle von Warsha),7,r_1_1l23,untagged speaker,NOA,untagged speaker (unknown) 'זעליק',זעליק: דוּא קוּמסט אַ פּנים עֶרְשְׁט אָן? וואָס דו,manual
Blimele (di Perle von Warsha),7,r_1_1l26,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: אָבּער זֶעלִיקֶעל בּיזט דוּא מְשוּגֶע גֶעווֶ,manual
Blimele (di Perle von Warsha),7,r_1_1l27,untagged speaker,NOA,untagged speaker (unknown) 'זעליק',"זעליק: נֵיין, זֶעלִיקל אִיז נִישְט משוגע. נאר משוג",manual
Blimele (di Perle von Warsha),8,r_5_1l1,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: אָבּער וואָס אִיז גֶעשֶׁעהֶען זֶעלִיקלע?,manual
Blimele (di Perle von Warsha),8,r_5_1l2,untagged speaker,NOA,untagged speaker (unknown) 'זעליק',זעליק: סטַייטש דוּא וַוייסְט גָאר נִישְט? וִויא בּ,manual
Blimele (di Perle von Warsha),8,r_5_1l5,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: נוּ יאָ בּליהמעלע: (נייגעריג).,manual
Blimele (di Perle von Warsha),8,r_5_1l6,untagged speaker,NOA,untagged speaker (unknown) 'זעליק',"זעליק: דֶעם ראש ישיבה'ס טאָכטער בּליהמעלע, דאָס זִ",manual
Blimele (di Perle von Warsha),8,r_5_1l8,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: אָבּער וואָס אִיז גֶעשֶׁעהֶען מִיט בּליהמעלע,manual
Blimele (di Perle von Warsha),8,r_5_1l9,untagged speaker,NOA,untagged speaker (unknown) 'זעליקל',זעליקל: זִיא האט היינט חתוּנה.,manual
Blimele (di Perle von Warsha),8,r_5_1l10,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: מִיט ווֶעמֶען? וואָס אִיז בּליהמעלען גֶעשֶׁע,manual
Blimele (di Perle von Warsha),8,r_5_1l11,untagged speaker,NOA,untagged speaker (unknown) 'זעליקל',זעליקל: וואָס גֶעהט דִיך אָן מִיט ווֶעמֶען אַבּי נ,manual
Blimele (di Perle von Warsha),8,r_5_1l14,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: (גאנץ ניעדער געשלאגען) בּליהמעלע האט הַיינְט,manual
Blimele (di Perle von Warsha),8,r_5_1l15,untagged speaker,NOA,untagged speaker (unknown) 'זעליק',זעליק: יאָ אוּן דוּא פּלאטץ בּערעלע וֶוער צֶעזֶעצט,manual
Blimele (di Perle von Warsha),8,r_5_1l16,untagged speaker,NOA,untagged speaker (unknown) 'בערל',בערל: אוּן וֶוער אִיז דֶער גלִיקלִיכֶער וואַס פִיה,manual
Blimele (di Perle von Warsha),8,r_5_1l17,untagged speaker,NOA,untagged speaker (unknown) 'זעליקל',זעליקל: קוּם (שלעפט איהם) נוּ קוּם!,manual
